0	0.04348	0.02139	0.02135	0.03770	0.03442	0.20538
1	0.04897	0.04317	0.04202	0.04896	0.05037	1.53761
2	0.04167	0.04093	0.04099	0.04154	0.04180	2.27805
3	0.04083	0.04069	0.04071	0.04078	0.04085	2.77907
4	0.04070	0.04067	0.04067	0.04068	0.04070	3.09059
5	0.04067	0.04067	0.04067	0.04067	0.04067	3.28482
6	0.04067	0.04067	0.04067	0.04067	0.04067	3.40316
7	0.04067	0.04067	0.04067	0.04067	0.04067	3.47468
8	0.04067	0.04067	0.04067	0.04067	0.04067	3.49259
9	0.04067	0.04067	0.04067	0.04067	0.04067	3.49259
10	0.04067	0.04067	0.04067	0.04067	0.04067	3.49259
11	0.04067	0.04067	0.04067	0.04067	0.04067	3.49259
12	0.04067	0.04067	0.04067	0.04067	0.04067	3.49259
13	0.04067	0.04067	0.04067	0.04067	0.04067	3.49259
14	0.04067	0.04067	0.04067	0.04067	0.04067	3.49259
15	0.04067	0.04067	0.04067	0.04067	0.04067	3.49259
16	0.04067	0.04067	0.04067	0.04067	0.04067	3.49259
17	0.04067	0.04067	0.04067	0.04067	0.04067	3.49259
18	0.04067	0.04067	0.04067	0.04067	0.04067	3.49259
19	0.04067	0.04067	0.04067	0.04067	0.04067	3.49259
20	0.04067	0.04067	0.04067	0.04067	0.04067	3.49259
21	0.04067	0.04067	0.04067	0.04067	0.04067	3.49259
22	0.04067	0.04067	0.04067	0.04067	0.04067	3.49259
23	0.04067	0.04067	0.04067	0.04067	0.04067	3.49259
24	0.04067	0.04067	0.04067	0.04067	0.04067	3.49259
25	0.04067	0.04067	0.04067	0.04067	0.04067	3.49259
26	0.04067	0.04067	0.04067	0.04067	0.04067	3.49259
27	0.04067	0.04067	0.04067	0.04067	0.04067	3.41952
