0	0.03738	0.01709	0.01495	0.04194	0.05466	0.16677
1	0.05287	0.04336	0.04094	0.05304	0.05760	1.51477
2	0.04177	0.04101	0.04109	0.04180	0.04195	2.26208
3	0.04078	0.04070	0.04075	0.04079	0.04080	2.77012
4	0.04068	0.04067	0.04068	0.04068	0.04068	3.08611
5	0.04067	0.04067	0.04067	0.04067	0.04067	3.28213
6	0.04067	0.04067	0.04067	0.04067	0.04067	3.40220
7	0.04067	0.04067	0.04067	0.04067	0.04067	3.47375
8	0.04067	0.04067	0.04067	0.04067	0.04067	3.49244
9	0.04067	0.04067	0.04067	0.04067	0.04067	3.49244
10	0.04067	0.04067	0.04067	0.04067	0.04067	3.49244
11	0.04067	0.04067	0.04067	0.04067	0.04067	3.49244
12	0.04067	0.04067	0.04067	0.04067	0.04067	3.49244
13	0.04067	0.04067	0.04067	0.04067	0.04067	3.49244
14	0.04067	0.04067	0.04067	0.04067	0.04067	3.49244
15	0.04067	0.04067	0.04067	0.04067	0.04067	3.49244
16	0.04067	0.04067	0.04067	0.04067	0.04067	3.49244
17	0.04067	0.04067	0.04067	0.04067	0.04067	3.49244
18	0.04067	0.04067	0.04067	0.04067	0.04067	3.49244
19	0.04067	0.04067	0.04067	0.04067	0.04067	3.49244
20	0.04067	0.04067	0.04067	0.04067	0.04067	3.49244
21	0.04067	0.04067	0.04067	0.04067	0.04067	3.49244
22	0.04067	0.04067	0.04067	0.04067	0.04067	3.49244
23	0.04067	0.04067	0.04067	0.04067	0.04067	3.49244
24	0.04067	0.04067	0.04067	0.04067	0.04067	3.49244
25	0.04067	0.04067	0.04067	0.04067	0.04067	3.49244
26	0.04067	0.04067	0.04067	0.04067	0.04067	3.49244
27	0.04067	0.04067	0.04067	0.04067	0.04067	3.41937
